cat_comment_time,cat_user_comment,cat_user_name
2018-10-06,从下午3点等到晚上，告之在改造，没有看到喷泉。,lix****1918
2018-10-05,趁着国庆假期来南昌玩玩，秋水广场本来早在第一天行程就安排上了，可是他却调试中，接下来几天都去看下有没有，却都始终在调试，也没看到什么工作人员，效率如此地下，人流量又这么大，真的是无语,_CFT01****7698599
2018-10-04,目前秋水广场喷泉还在调试中，开放时间未定，大家注意通知啊！,M28****5074
2018-10-02,这个国庆来南昌，奔着秋水广场音乐喷泉⛲️而来。。。。。可惜。。。没有开。。,lyq****619
2018-10-02,中秋去的 结果喷泉居然没开 非常失望 只能沿着江走了一下 太遗憾了,Misssoda
2018-09-27,说秋水广场喷泉是亚洲最大的，应该去的地方比较少～这只是中型的……,_WeCh****682296
2018-09-26,给这个评分完全是因为当时拍照的心情，整个4月都在旅行，40天，一个人。心情愉悦。下到赣江边周围几十米无人，大楼的灯光亮起来的一瞬间让我想到了香港维多利亚港的灯光音乐表演。当时的心情很值得回味。,凭楼僧语
2018-09-24,17年的七夕节去的，那晚在秋水广场淋了一场单身狗的雨，透透的，不过很开心，很想再去淋一回。,forever_ping
2018-09-18,夜景美丽的秋水广场，适合休闲，带孩子玩耍,周怀安
2018-09-16,广场里停了一辆共享单车，特别开心的骑了起来，结果半路杀出品质败坏“程咬金”——城管大叔，刚骑上没一分钟，告诉我要把车抬上去，下边不让骑，我天啊，那之前的人是怎么骑下去的呢，关键明明有一个坡可以骑上去，非要让我抬上去，就这么着我一个姑娘踉跄的把车子抬上去了。事后我心里就不平衡了。这么大个岁数，你没有孩子么，你女儿在外头被别人欺负，你做何感想，垃圾！你就给我指个路让我从坡上骑上去会怎样呢，就这样城管群体怎么能受尊重呢。谨以此文提醒游客，广场里的单车不要碰，倒霉！另外南昌景色还是不错的，更希望加强市政加强管理，我虽说是个姑娘，也是个成年人，这要让他欺负个孩子可是丧尽天良啊,M22****4159
2018-09-14,就冲着亚洲第一的喷泉去的，到了那儿是黄昏后，问了很多人都不知道今晚喷泉与否，苦等了一个多小时，还没有喷泉的动向，最后是在台湾小吃街问了一位店主，说是设备检修，停喷一个多月了，不知道何时能喷，啈啈回来。要求管理部门要负责任的发个通知，好让我们外地游客明了。,203****308
2018-09-05,位于江西省南昌市红谷滩新区的赣江之滨，紧邻行政中心广场，是全亚最高最大的音乐喷泉群，于2004年1月28日落成，是利用荒滩兴建，既防洪，又观景，与滕王阁隔江相望，再现了千古名篇《滕王阁序》中的“落霞与孤鹜齐飞，秋水共长天一色”的意境——秋水广场正是由此而得名,新-云
2018-08-24,刚从秋水广场回来，本来想看喷泉，谁知听到广播，喷泉维修。问保安，说是最近一直没开，再过一个月应该能开。南昌之星也是在维修，一修就是70天。难道都是豆腐渣，要修这么久。中午就从庐山下来，就是想看这两个夜景的。,jhq913
2018-08-20,天天关，开了也关，天天调试，来几次了,丶来迟
2018-08-19,江边永远是城市美丽的风景线。可惜最近秋水广场的音乐正在维修，七点的时候广播通知喷泉试喷推迟，推迟时间待定。无法欣赏喷泉，但可以赏夜景，七点江两岸的灯光亮起，霓虹初上，很漂亮。在秋水广场看八一大桥和滕王阁的夜景也非常好。晚上凉风徐徐，人来人往，周围高楼林立，富有时尚气息。有儿童游乐设施，并且周围有台阶可以下到江边的沙滩上，是悠闲纳凉的好去处，值得一游。,lv****002
2018-08-19,新增了气爆喷泉和水幕电影，值得去消遣一番。,江风雨火
2018-08-14,亚洲最大的音乐喷泉，对面腾王阁，还有啊台湾小吃！值！,M38****507
2018-08-14,赣江江畔，一片滩涂焕新颜，霓虹闪烁耀天边。清风徐来，繁星点点。,hevenkiller
2018-08-10,南昌的一大广场，在赣江边上，既可以看到对面的滕王阁，又可以看到不远处的绿地双子塔，还有亚洲最大喷泉，值得晚饭后去散散步,戈登海沃德
2018-08-10,这里非常值得一去，看一江两岸灯光秀，还有音乐喷泉,多一些真诚
2018-08-08,音乐喷泉值得一看，很美非常漂亮的,皖北大叔
2018-08-08,免费看喷泉表演，周边灯光配合很好.,201****987
2018-08-07,公园管理太差了！人群都在等喷泉，管理处等到8:00多喷泉应该开始时才广播通知说喷泉升级改造不能使用，还“请大家不要滞留与等候，有序离开”。既然是升级改造，就肯定不是当天临时出的状况，不是临时决定，为什么不早点通知？！只能说明完全没有为市民和游客考虑过。这样一点小事可以想象到其他管理方面肯定也不会好了。差评。,Ivan Ding
2018-08-07,夜景灯光不错，就是小吃街的味道太大，游乐园的噪声太大,M13****495
2018-08-03,秋水广场由“落霞与孤鹜齐飞，秋水共长天一色”而得名，一个观光旅游的大型休闲广场。,E57****33
2018-08-02,八一南昌起义，八一建军节，所以说南昌这座城市历史文化感悠久。而且这座城市建造的速度也很快，三年前去的时候还什么都没有，三年后再去一趟天翻地覆的变化！,真情可贵
2018-08-02,天黑了我们才到这里，但这里已是灯火辉煌。秋水广场是一座以喷泉为主题，集旅游、购物、观光为一体的大型休闲广场。来这里的人真多啊。秋水广场与滕王阁隔江相望。亚洲最大的音乐喷泉群，喷水池面积1.2万平方米，主喷高度达128米，确实壮观。,tangzhou
2018-07-22,虽然免费的，但最近在维修，据说2018年8月1日之前喷泉不开放。,youqyuqi
2018-07-22,反正不要钱，周边还有丰富的小吃，有喷泉灯光表演，而且灯光结合了周围建筑，会有个小娃娃在各个建筑中穿梭，有一个双子塔，建筑很有特色，看着还是挺不一样的,两袋面
2018-07-18,喷泉很棒，最后一喷很高，放的音乐让人热泪盈眶,M22****7400
2018-07-13,秋水广场在赣江旁边，晚上的音乐喷泉很漂亮，不错的地方,行走的田小爬
2018-07-08,音乐喷泉维修，比较遗憾。江边风景不错,137****4223
2018-07-06,上次去在维修，没有喷泉，不知现在恢复了吗,M23****4837
2018-06-27,晚上去 喷泉很壮观 推荐 一定要去,腊八爹
2018-06-25,南昌的秋水广场是当地的著名景点。,houboby
2018-06-22,秋水广场在南昌市政府旁，一江两岸，是南昌市最美的地方！每当夜幕降临时，音乐喷泉吸引了所有的人们，让每个人都流连忘返！,yuhyi53211123
2018-06-20,值得一去非常漂亮。下次还可以再去一趟,M38****420
2018-06-20,南昌市在滕王阁的赣江对面建了一个秋水广场，取“秋水共长天一色”之意，广场濒临赣江，晚上会有音乐喷泉，两岸灯光辉煌，非常好看。,天涯乐逍遥
2018-06-16,20:40-21:30在江边蹓跶，没有音乐喷泉,_WeCh****24023
2018-06-06,喷泉都拆了，这都没有了，别再骗人了。,_WeCh****21648
2018-06-05,很宽敞的广场，周末人来人往的在这游玩散步。,M14****756
2018-06-04,地铁一号线开通了么？？各位去秋水广场是怎么走的呀   我是外地的,听闻你好
2018-06-03,秋水广场位于江西省南昌市红谷滩新区的赣江之滨，是利用荒滩兴建，既防洪，又观景，与滕王阁隔江相望，再现了千古名篇《滕王阁序》中的“落霞与孤鹜齐飞，秋水共长天一色”的意境——秋水广场正是由此而得名；秋水广场的喷泉很漂亮，是南昌的一处新景观。,快乐老猪
2018-06-01,“秋水广场”，取滕王阁序中“秋水共长天一色”之意。晚上来到秋水广场观看音乐喷泉，随着音乐节奏的变化，喷出的水花时高时低，像一串串跳动的欢快的音符。动感的音乐、炫彩的喷泉、加上灯光秀，构成了一副副神奇美妙的画面。夜晚来到南昌秋水广场看音乐喷泉和灯光秀是一种享受。,静水流深ly
2018-05-23,亚洲疗泛第萃晖紫二的南昌秋水广场冻舌于2004年元月秘洼一日对外开放，秋水广场地处红谷滩新区赣江冈二姓之滨，紧邻行政贯磨中心广场，与江南货峰名楼腾王阁隔江相望，涌源是储具恢一座以喷泉为眷大主题凯先，集旅游、购物、观光为一体的杉窜大型休闲广场泡郝。,M25****4707
2018-05-10,音乐喷泉太漂亮啦！还有美食街办得极棒。,M38****064
2018-05-10,绝对震撼，不过一定要注意安全，声光电效果特别喜欢。,塘桥老陈
2018-05-09,秋水广场人好多的，热闹，有趣极了。,窗里的天气
2018-05-07,位于赣江边  音乐喷泉很壮观   周围建筑的夜景不错,老头Online
2018-05-05,由于回程票没有了，所以直接从江山去了南昌，晚上就去了赣江边的秋水广场，两岸的灯光和音乐喷泉一定会留住你的脚步！太棒了！,107****530
2018-05-05,广场挺大的，音乐喷泉很壮观，夜景漂亮。,M47****402
2018-05-05,风景极佳，是休闲的好地方，有停车场。,曾美衡
2018-05-03,广场挺好的，好多小姐姐在跳舞。,cle****12
2018-04-30,很宽大的一个广场，由于是在晚上去游玩，广场被跳舞大妈占领下，没时间在继续游玩了,M14****756
2018-04-29,秋水广场名取自&quot;秋水共长天一色&quot;，与滕王阁隔江相望，沿江风光带修得很有文化气息，适合漫步。秋水广场音乐喷泉每天晚上8点多会开放，喷泉五光十色，花样繁多，极具观赏性。,一泓茗茶
2018-04-27,绝大多数人来这，都会发出这样的感慨，从没见过这样的音乐喷泉，从没见过这样的夜景，从没见过这样的南昌！,_WeCh****130553
2018-04-25,很美的灯光秀，半点有个完整故事！,118****821
2018-04-21,晚上去的秋水广场 刚好赶上喷泉 妈妈兴奋的像个孩子 拍照拍的不亦乐乎 很好看的喷泉 虽然没有西湖喷泉那么壮观 但晚上也看很美 看过喷泉又去游乐场玩儿了一会 基本都是20元一个 很漂亮的广场,新市骆统
2018-04-20,全景观光台，日、夜双景，值得一看。,M22****6044
2018-04-20,全景观光台，日夜双景，值得一看。,M27****975
2018-04-20,秋水广场，在南昌红谷滩新区，它对面就是滕王阁，秋水广场，秋水两个字，取自王勃的滕王阁序，落霞与孤鹜鹜齐飞，秋水共长天一色。,qllbshan
2018-04-20,位于赣江边，周末晚上的喷泉表演还是很不错的，就是太难停车了。,天机子
2018-04-13,秋水广场夜景超美的～～喜欢，照亮最美南昌！还有音乐喷泉～8点20最后一场,_WeCh****066653
2018-04-13,广场很大很壮观，去的时候没有看到传说中的喷水！,M16****083
2018-04-09,环境不错，散步的人也多。没事一家人出来散散步，看看阿姨们跳跳广场舞,M25****0803
2018-04-06,一般般，无聊时可以走走去看看。,M33****365
2018-04-05,性价比高，南昌最知名广场，人气旺，景色美，还可以逛逛。,M17****420
2018-04-03,天气越来越热，没事晚上吃完饭和家人一起来秋水广场散散步，看看阿姨们跳舞也是一种趣味,M25****0803
2018-04-02,秋水广场在赣江西岸，与东岸的滕王阁隔水相望。广场的名称来自王勃《滕王阁序》“落霞与孤鹜齐飞，秋水共长天一色”。这里有亚洲最大的音乐喷泉群，每天晚上有激光表演（西安大雁塔广场是亚洲最大的喷泉广场）。这里有亲水带，可步行到赣江边，看看鄱阳湖流域第一大河。周边高楼林立，展示了这座城市的现代气息。,悠然见五山
2018-03-30,于2004年1月28日落成，是利用荒滩兴建，既防洪，又观景，与滕王阁隔江相望，再现了千古名篇《滕王阁序》中的“落霞与孤鹜齐飞，秋水共长天一色”的意境——秋水广场正是由此而得名；是一座以喷泉为主题，集旅游、购物、观光为一体的大型休闲广场。红谷滩秋水广场上音乐灯光喷泉引人注目，是亚洲最大的音乐喷泉群，喷水池面积1.2万平方米，主喷高度达128米，是南昌市一靓丽景观。人们可一边欣赏音乐一边观看滕王阁美景。,M23****4618
2018-03-28,附近的世贸广场吃了晚饭，沿着江边走到秋水广场，正好赶上晚上的音乐喷泉，规模、选取、音乐灯光水流的配合都很棒，确实是此次南昌之行的亮点。,闫毛毛
2018-03-27,今天要给大家推荐的地方是我们南昌最有名的旅游景点：秋水广场。这里一到了傍晚，就围满了人，人们都陶醉在电子音乐喷泉给人带来的美好时光中！强力推荐大家！,零星小雨88
2018-03-27,秋水廣場适合晚上去，很多人但又不会拥挤，恰好在热闹的程度上，晚上大概是整点吧还有精采的水舞表演，饿了旁边还有台湾美食街，不过东西不太道地就是了，吃饱了还可以去江边散步，江边的风很凉爽很舒服，我是12月底去的也不觉得过于冷咧，整体来说是个晚上散步的好去处。,qqwpp
2018-03-22,秋水广场是江西人的骄傲也是全国人民的骄傲，是全国最大的喷水广场；夜色美极了。,M53****318
2018-03-21,南昌新区的一个广场，晚上观景必去的地方，交通方便,莞邑虎岭
2018-03-19,晚上的灯光特别好，是休闲的好去处。,曾美衡
2018-03-18,红谷滩秋水广场是南昌最美的地方！临近南昌市政府，每当夜幕降临时，秋水广场的音乐喷泉吸引无数人群前来观看！,yuhyi53211123
2018-03-16,位于赣江西岸，南昌市红谷滩核心区，晚上有音乐喷泉和大型灯光秀。,小玲
2018-03-14,值得看看。广场很大，有文化底蕴，喷泉广场为其提供全方位视角。依江而建，小吃一般，没有太多的选择……,人大夫关
2018-03-10,不错，带着孩子去了，玩得很开心,三生三世桃花
2018-03-08,就去专门看个喷泉广场表演的，只看到10分钟，还是不错的,180****0788
2018-03-07,我们南昌的红谷滩秋水广场可是值得观光的地方，这里景美，生态美，是我们亚洲第三大喷泉，我和我的小伙伴们都惊呆了，每到夏日傍晚，都会约伴同行，强力推荐大家！,零星小雨88
2018-03-07,市民广场，喷泉水柱高度一百多米，是夏季休闲好去处，南昌标志性一景。,M57****757
2018-03-07,去的时候没有赶上喷水，走走看看也还不错！,M16****083
2018-03-07,还是挺不错的一个广场，人挺多的，而且还很大。,彭废废VIP
2018-03-05,春天来了风景这边多好，走走看看江景放放风筝,劳申瓦斯庞涓
2018-02-26,我们南昌的秋水广场一定值得一游，我和我的小伙伴们都惊呆了，每周都会来这里，带上自己心仪的女朋友一起，简直嗨到爆，强力推荐大家！,零星小雨88
2018-02-24,城市景点名片，晚上超多人观看，但如果下雨天就不会开放,朗德
2018-02-23,晚上去有喷泉，比较好玩。，待了3年，每年都去十多次体面好，，春游，，晚上吹风贴别舒服,M53****347
2018-02-23,南昌的秋水广场那可是绝对是南昌人值得骄傲的地方。这里的景色很美，尤其是到了夏天的傍晚，美景加喷泉，简直美翻天。我和我的小伙伴们都惊呆了，强力推荐大家去看看！,零星小雨88
2018-02-22,，春节期间去得的，喷泉和灯光秀超级美，灯光秀还有寓意很好的故事，带孩子去玩的很高兴。,M53****705
2018-02-22,秋水广场位于红谷滩行政中心广场，风景很美，喷泉造型漂亮，尤其是夜景，五彩缤纷喷泉，悦耳音乐，晚上站在喷泉边上，心旷神怡，值得一看。,E13****40
2018-02-20,南昌好玩的地方不多，所以秋水广场喷泉就成为一个比较值得去看的点了，附近交通方便，喷泉还蛮壮观的，就是音乐配得比较老土，音响效果也不是很好。,hehe800900
2018-02-17,喷泉很棒！很好看~很值得一看！,d07****65
2018-02-17,我们是晚上去的，秋水广场，晚上的喷泉很漂亮！每天晚上7点30分开始，时间大概20分钟，如果遇到下雨会停！大概是9点的时候还有一场,_WeCh****24445
2018-02-15,"贴士：
1，秋水广场在赣江 西岸，要过八一大桥，如果是自己过去，注意过大桥 的路，在滕王阁和省博旁边，实在找不到，问问当地人。
2，广场上 的台湾小吃特贵，分量也少，不是饿了，建议不要买。
3，夏天去最好，秋冬季就冷了。
4，第一场的表演时间19时50分开始，到20时10分结束。第二场表演时间是20时45分到21时。",马百人
2018-02-15,秋水广场，市民广场，夏日广场，清凉爽歪歪。,M57****757
2018-02-14,晚上来看音乐喷泉还是不错的，人很多,Charles667799
2018-02-13,还记得毕业之前去秋水广场去那边玩的时候 记得那边是不是有 我也不知道忘了好像有一个什么特别长的一个 什么 怎么翘啊翘的那种 反正秋水广场的喷泉特别特别的好看 然后那边的环境都不错了 好多啊 秋水广场 很喜欢那里 新政府就在那边 而且那边 过了这么多年应该开发的很好了 该去看看了,乔怡郦
2018-02-09,秋水广场，绝对无敌。各地的喷泉，各式的美景，大家多少也见过。但当你看到，八点整，赣江对面的大厦，你身后左右的大楼，远近环绕360度，LED大屏全部亮起的那一刻，你就明白我为何极力推崇。秋水广场，名至实归。,_WeCh****93035
2018-02-05,南昌市中心的秋水广场，非常的繁华，商店林立。,青山大人
2018-02-03,去过几次南昌，就这次感觉变化很大。江对岸的新区发展真的很快，秋水广场真的修得很大气，很漂亮尤其是晚上的喷泉表演，更是让大家一眼。站在双子塔上朝下看，风景更不一样。,300****121
2018-02-02,这个地方跟济南泉城广场也有差不多地方，去年八一建军九十周年时候在灯光和喷泉打出八一字样,118****717
2018-01-27,各种小吃，玩乐项目也多，最好看的是100多米高的音乐喷泉,M22****5543
2018-01-22,和她在一起，在哪里都是最美的风景。,Cy丶簡簡單單
2018-01-22,不错不错，喷泉很好看，音乐也很好听,秃尾巴兔爱虎
2018-01-22,觉得一到晚上就真的很漂亮，灯光都打开了，然后特别美。,高尔基-Leninskiye艾比
2018-01-19,还是不错的一个地方，也算给当地市民一个休闲放松的地方。,JOY7799
2018-01-16,美，美。环境优美！风景优美。太美,建筑工程安全生产平安
2018-01-13,一座以喷泉为主题，集旅游、购物、观光为一体的大型休闲广场。,M14****756
2018-01-06,"晚上的喷泉表演很炫酷…再加上远处繁华的城市高楼大厦。。这座城市也很繁华呀。。
每场表演大概有十来分钟吧。。提前一点能占个好位子。。也可以多走走换个角度看看。。
旁边有一条热闹的美食街，还有碰碰车什么的游乐项目。。",YYyy_Queen
2018-01-06,秋水广场位于赣江之滨，与滕王阁隔江相望，有人很多特别是晚上，这里的灯光很漂亮，还有很壮观的音乐喷泉，水柱高达100多米，是亚洲最高喷泉，旁边还有小吃街可以逛逛。,Georgezou
2018-01-03,秋水广场是一个以喷泉为主题，集购物、旅游和观光于一体的大型休闲广场。它的音乐灯光喷泉是亚洲最大的音乐喷泉群，极为震撼、壮观！,tangzhou
2018-01-01,喷泉特美，还有很多刺激性项目，还有好多吃的,Summer-fen
2017-12-28,这里夜景确实不错，晚上在这里逛逛真好！,M21****474
2017-12-28,没事就经常去赣江边上，秋水广场每天都有好几场免费的喷泉，朋友来南昌我一般也会带他们去秋水广场，没事的时候喜欢去赣江的江心岛走走，在江边坐一坐，很舒服。（原谅我拍夜景没带单反没带脚架就手抖抖抖抖抖）,沉迷旅游的傻子
2017-12-24,"秋水广场主要在于夜景！
重点是秋水广场上有条美食街！吃货们可以去哦",无洲可渡
2017-12-22,秋水广场位于江西省南昌市红谷滩新区的赣江之滨，紧邻行政中心广场，于2004年1月28日落成，是利用荒滩兴建，既防洪，又观景，与滕王阁隔江相望，再现了千古名篇《滕王阁序》中的“落霞与孤鹜齐飞，秋水共长天一色”的意境——秋水广场正是由此而得名；是一座以喷泉为主题，集旅游、购物、观光为一体的大型休闲广场。红谷滩秋水广场上音乐灯光喷泉引人注目，是亚洲最大的音乐喷泉群，喷水池面积1.2万平方米，主喷高度达128米，是南昌市一靓丽景观。人们可一边欣赏音乐一边观看滕王阁美景。,139****9983
2017-12-21,网上查的19.50，20.45两场音乐喷泉，结果不是这个这个时间，幸好去的早刚好赶上了，音乐喷泉旁边有个台湾美食街，看完喷泉还能顺便吃个夜宵,灰太狼先森loveyou
2017-12-18,就是一个街边的市民公园，除了周五晚上有音乐喷泉，真没什么可看的。尤其摆设了什么鬼屋，小孩子玩的各种小海盗船，旋转木马什么的。满地的喜洋洋灰太狼的小车，和县城的街心公园更相似了。,sin****12
2017-12-17,值得一去，喷泉很值得一看。靠近赣江边，附近还有宵夜，热天也是乘凉的好地方。,多一些真诚
2017-12-14,秋水广场是我们南昌市最好玩的广场之一，这里有亚洲大三大的电子音乐喷泉和摩天轮！我和我的小伙伴们都惊呆了！都会约他们经常来玩儿！强力推荐给大家,零星小雨88
2017-12-12,冬日的赣江之上，小风飕飕的，从摩天轮开始到秋水喷泉，一路之上继续欣赏滕王阁的夜景，。双子大厦可以说是南昌标志性的建筑了，虽然说江上有雾，但是更添意境。,橙色的梦2014
2017-12-11,秋水广场挺大的 狭长型 音乐喷泉不错,chainpaul
2017-12-09,秋水广场的喷泉确实很棒，很漂亮。可以作为晚上散步消食的地方。,五八年的风
2017-12-09,南昌最美的风景！在红谷滩新区市政府旁，漫步在秋水广场，听着音乐，看着喷泉，幸福就在这里！,yuhyi53211123
2017-12-03,"南昌新的标志性景点,夜景非常不错,在天气晴好的时候,当音乐响起,喷泉随之起舞",M14****756
2017-11-30,非常漂亮的人造景观，不过听说雨天不开放哦，记得注意挑日子，或者，多在南昌呆上几天，等待秋水广场的音乐喷泉吧，一个晚上喷三次，具体看官方通知什么时候吧，然后每次15min，一定要注意时间呀，喷泉好几公里阿，很壮观！,M17****075
2017-11-27,秋水广场很好，超级喜欢，还想去一次,小小小小小小小小小小小小小廖
2017-11-25,很美，有江西特色，革命老区。加油,忽然很好
2017-11-24,秋水广场的喷泉很好看，总是有一种盛世太平的由衷喜悦！现在还有菊花展，还有夜景，非常值得一玩,冬天里的童话
2017-11-23,去了三次才看到喷泉，音乐喷泉很美。,小林6699
2017-11-23,位于江西省南昌市红谷滩新区的赣江之滨，紧邻行政中心广场，是利用荒滩兴建，既防洪，又观景，与滕王阁隔江相望，再现了千古名篇《滕王阁序》中的“落霞与孤鹜齐飞，秋水共长天一色”的意境——秋水广场正是由此而得名；,Ivan
2017-11-22,夜晚的秋水广场很美，音乐喷泉很漂亮，配合周围的灯光秀，滕王阁的夜景很不错，老人孩子都喜欢，值得一去～落霞与孤鹜齐飞，秋水共长天一色！,M24****8440
2017-11-20,新区，高楼耸立而已，周边全是新建的现代高楼，另外两边看看，也就没什么了，两边的美食街，人很稀少，还要充值，才能购买，很麻烦,北京鹏爷
2017-11-20,很好的免费活动场地，但下雨天就不会开喷泉,朗德
2017-11-20,水柱雄伟壮观 小吃景色丰富 绵绵美味 乐在其中 南山南水 南昌最美 一句句市民口中的话让我爱上了这个城市 吃着小吃 望着壮观的大楼 心中了然,梁清荣
2017-11-19,广场很大 每天还有喷泉表演 很好,腊八爹
2017-11-19,广场位置很好，来去方便，人很多，喷泉效果一般。倒是周围建筑楼群的灯光编排比较有新意。,300****729
2017-11-19,"首先先说一下，冬季开放时间，第一场是从7:30分哦！
虽然是冬季，看的人很多！喷泉很棒，随着音乐波动，呈现不同造型，再配合灯光，很吸引人。",300****714
2017-11-18,"喷泉是飞场给力的    晚上过去可以隔江相望滕王阁
同时喷泉完毕后秋水广场的四周楼房的霓虹灯还可以公共闪烁映出一个小动画片，景色特别优美",晓张xz
2017-11-15,秋水广场的音乐喷泉非常好看。。。,changstar
2017-11-15,喷泉，灯光秀都很漂亮，晚上8点开始,liq****888
2017-11-15,晚上灯光很雄伟，沿岸的大楼很漂亮，可惜，喷泉没欣赏到！不过，菊花展确实美！,139****5400
2017-11-14,"两边有很多小吃店，但是人迹寥寥。整个广场也就是在音乐喷泉开启的时候才会人多一点。
音乐喷泉整体效果不错，但算不上惊艳，有些喷嘴坏掉了，所以喷泉整体形状有不足。因为不要钱，所以性价比给个“很好”的评价(●—●)",本人刘多宝
2017-11-12,交通方便，风景不错，不虚此行！,120****269
2017-11-12,临江而建，河边公园，通地铁，人烟少。,prida001
2017-11-09,广场占地面积很大，音乐喷泉是一大亮点，特漂亮，是南昌的一个标志。值得大家游览。,雾里看花_123
2017-11-08,南昌秋水广场，去了，看了，就是音乐喷水……,释净一
2017-11-08,每天晚上秋水广场看喷泉的人都很多。,_U3****8223
