cat_comment_time,cat_user_comment,cat_user_name
2019-01-04,"感觉很不错，玩的东西应有尽有。周日带女儿玩了一天，早上9:30门口排几溜长队直到10点才进园。然后又排队一个小时玩了凤舞九天，那几分钟的感觉真是好刺激接下来还玩了龙飞凤舞（实在惊险不建议小孩子玩）它像拧麻花一样打着滚的上蹿下跳，不愧号称国内最快的过山车，别说女儿连我都有点害怕咯后面我们还玩了神龙摆尾，翻天覆地等等很多项目。尽管直到下午5点多才出园，也只是大概玩了三分之一，毕竟整个园区太大还有很多定时的舞台表演都没看园内布局合理环境不错非常干净，便民措施也很到位，就是食物和水的价格比较贵，但是能够理解工作人员都很热情尽责，比较危险的项目都能做到控制进场和反复核查安全措施总体来说感觉比较满意，万达主题乐园——值得一去滴地方特别提醒：可以带未开封的食物和水进去，很多项目要排队尤其是大热门，很多项目限制身高孩子太小的玩不了。

全文",M55****808
2019-01-03,正好前一天下了雪，乐园里面场景十分美丽，还有好声音江西赛区的选手为我们热情献上的演出，在跨年的时候一起放飞的气球场景非常好看,M30****1721
2019-01-03,挺好玩的，过山车很有意思，不错,M29****6548
2019-01-03,今天开放吗，，，，，，，，，，，,_CFT0****5599
2019-01-03,很好玩的！！！！！！！！！！！,白露啊
2019-01-02,"元旦去的，大晚上的人超级多，不过玩的挺开心，毕竟跨年哦，哈哈哈
交通比较方便，地铁一下就可以玩所有，应有竟有海洋馆万达乐园和电影馆什么的，提前一天买票是可以打折的，当天买真的好贵，别人我为什么吗，没有学生票！没有学生票！没有学生票，哈哈哈。里面的东西超级超级贵而且少，如果你有一个大口袋，自己带一点吃的哦",M42****987
2019-01-01,真特么亏，要是买夜场，去走走路还行，要是想玩项目，就甭想了,M43****018
2019-01-01,不多说，各个方面服务差，差，差,M43****018
2019-01-01,真的糟心，问啥，客服都不知道，到了后各个项目都停运，就进去散了步，吹冷风。看了个水上声光秀还好,M43****018
2018-12-30,没玩什么刺激的项目  下次竹林绿蟒  什么刺激的会尝试   ,M28****7174
2018-12-23,还可以吧，就是和音乐节套票的话感觉玩不了太久，进去还要排好长的队，好多娱乐设施都要排队,_CFT0****9167
2018-12-23,环境非常棒，服务很优秀，好评，还会再来，明年考研见！,_匆匆那年
2018-12-21,nice1234567891011,M27****8815
2018-12-15,整体还不错，地方很大，环境也很好，游玩的项目很多，建议平时去，可以省去很多等待的时间，项目太多最好分区选玩，下次再把没玩过的再补上,M60****234
2018-12-14,挺好的，里面玩的东西很多，不错,冷城
2018-12-09,不知道亮点在哪里？纯粹的游乐园，没啥特点，而且项目还经常检修不开放！收费项目占了四分之一。不是实在无聊 真的不值得去！,luckyboy23
2018-12-07,好玩，就是那天天气不怎么好，然后很多项目没玩,running提拉米苏
2018-12-04,换票太麻烦，游乐设施还是值得一玩的！,应康
2018-12-03,不好意思，我来迟了，挺不错的！超级喜欢，nice,_WeCh****670992
2018-12-02,出票速度很快，价格比较优惠下次出行还会用,嘟豆豆嘟
2018-11-30,还不错，我几个大人也玩得不亦乐乎,M26****3742
2018-11-29,"年轻人淡季有半天就够了，我们是11月下旬去的，基本不用排队。没有预想的好。
进园前被园区外面的老太太忽悠买了雨衣，结果里面的水项目都不开放。
一进园区照相的套路太讨厌，穿的很正式，戴着万达工作证，说免费留纪念出园取照片，心里顿时对万达好感倍增，结果出来的时候先给你大照片收费30元，像素还超级不好，问他免费的呢，结果拿出来邮票大小一张说这是免费的。",牧人丶C
2018-11-28,很好玩，很多景点，下次有机会还回去,_CFT0****8049
2018-11-25,南昌最大的游乐园，带着小孩，感受儿时的快乐，体验刺激的感觉,浪尾吴亦凡
2018-11-24,感觉挺不错的，尤其是那里面游戏之类的很刺激很爽,雨天陪你等
2018-11-22,挺好的一个地方       人挺多,等不到的以后
2018-11-20,一直都想去万达乐园玩玩，里面的游戏都挺好玩的，有刺激的。过山车，跳楼机，都挺不错,M29****4779
2018-11-18,比起长隆来还是有距离，整体体验的项目不是很好玩,卡图纳亚克高欢
2018-11-15,先玩一些温和的游戏项目，不要一上来就玩过山车，否则一来就头晕，当然体质好的人不在乎,shuai2004
2018-11-14,来过很多次了 活动很丰富 不错！,_WeCh****01839
2018-11-13,跨年夜！好多项目都可以晚上忙！很开心！,姚军姚军
2018-11-12,周一没什么人，好多项目和演出都停掉了。,PP啊
2018-11-07,不好玩 排队几个小时一个项目 呵呵呵,_WeCh****548048
2018-11-07,很多好玩的东西，设施齐全，绿色植被也有很多，服务态度也很不错，小哥哥小姐姐也会细心的提示我们。emmmm就是有的设施太早不运营了,炫酷阿七
2018-11-06,很好，就是有些项目不开放。。。,M33****346
2018-11-03,玩了一整天，上午还是阴天，下午就开始下雨了，很多设备都在维护，来的时间不凑巧啊~而且白天设备开放是按时间段的，有的全天开放，有的只开俩小时，夜场也没什么可玩的了，本来夜场也能玩到9点的，我们6点就溜了，周五人也很少，所以能玩的项目都不用排队就可以玩，我们俩个人工作人员都能开设备玩了，哈哈包场的感觉~乐园里面不让带吃的，里面也没什么小吃可以买，美食街都关门了，一开始只有20块钱一根的香肠，没过俩小时，香肠都收摊子下班了，饿呀~感觉还是武汉的人多啊哈哈~,ggaiCC
2018-11-03,太多人在网上订票早上换票的人太多了，景区吃的不能带，网上订票还只能有专门通道,鱼岛主
2018-11-03,大人带着4岁多的女儿去的，玩的都还挺开心,M24****8385
2018-11-01,"过山车相当刺激，里面相当大.
",_WeCh****107376
2018-10-31,"妈的，客服差不说。骗我，买票的时候连续问了好几遍让他确定是不是万圣节夜游，说是，你到哪里，什么没有，跟他联系，半年没人，跟死了一样。一个说法也没有。
",_WeCh****82689
2018-10-31,挺好玩的，节假日人多排队时间很长但是也很热闹开心。,楚安wy
2018-10-30,来过很多次了，好玩的主题乐园，孩子们很开心，下次还来!,skykuang
2018-10-30,好玩的主题乐园，来过几次了，小孩很开心!,skykuang
2018-10-29,"首先取票就遇到了很多麻烦，在网上订的票需要根据各个网站设置的独立站点取票，很麻烦，没有秩序，而且双人票和单人票还有家庭票并不是在一起取的，等于要排两次队取票。
进园区后太多另收费的项目了，完全影响体验感，最主要园区的服务态度也很差，园区人多很正常，有些工作人员实在是没耐心。",缓缓飘落的枫叶
2018-10-28,很多东西在检修，有点扫兴。。。,_WeCh****987913
2018-10-28,不好玩，好多设施没开放 很不值,171****268
2018-10-28,换票非常复杂 一点都不智能化 ,Kiki思思思
2018-10-26,总体来说，还是比较满意！工作人员的态度很好，而且也很负责。然后我是平日去的，人不是很多，基本没怎么排队，但是有一些设备没有开放，所以留一些遗憾！但晚上比较热闹，有节目，而且还有灯光喷泉表演，去的时候正好赶上怪咖节，怪咖游行的环节中怪咖们跟游客的互动好热情啊，并且深刻感受到了一位扮演女鬼的小姐姐对于单身狗的关怀！,M22****0567
2018-10-25,呵呵一点都不好玩不想玩了狠狠给,谢晅怿
2018-10-24,其实乐园很小，管理也不好，门口黄牛非常猖狂，没人管理监督，整体玩就一般吧,胡拨心弦
2018-10-22,我女儿和儿子在万达主题乐园游玩的非常开心！,M27****8677
2018-10-22,小朋友在万达主题乐园游乐场玩的很开心！,M27****8677
2018-10-20,小孩子玩的东西还是蛮多的，发生整体配套设施真的很一般，服务也没有长隆好！晚上的灯光秀好LOW,漂妞的麻麻
2018-10-19,过生日和朋友一起去的 里面真的很好玩 项目很多很丰富 平日里去的没怎么排队 看到夜场票很实惠 所以下次想买夜场票去体验一下,M24****7701
2018-10-19,这次携程有点坑，取票的过程很痛苦,136****6275
2018-10-19,这次携程订票有点坑，取票特别不易,136****6275
2018-10-17,挺适合一家人旅游的景点，下次寒假还要去,男人应该得担当
2018-10-16,平日游玩，许多设备关闭，三个过山车只坐到一个，这么大的乐园没有生意也会节省费用关闭设备，没有意料到,阳丫
2018-10-16,非常有趣，场景丰富，乐趣十足！,M28****195
2018-10-16,low版迪士尼，但排队情况比迪士尼好太多，性价比超高！,pekaay
2018-10-15,地方不大国庆人多游乐项目孩子喜欢很多高空。飞行很刺激晚上喷泉很漂亮,自由自在在
2018-10-13,好多人....每个项目都要排好长的队伍,花店_小二
2018-10-13,本来是期待满满的去的，但是平时可以带零食进的，那天就不让带了， 说是什么食品安全，问工作人员为什么不能带，她就说有意见去打投诉电话，问他投诉电话是什么，就不做声了。难道我自己带的东西我能把我自己吃死吗？实际上就是因为里面在开什么美食节，要的就是所有游客去他那里买吃的！平时走在园区里没有这么多自动售卖机，那天去的时候格外的多。真心搞不懂本来门票就比平时贵了，为什么还要变着法儿的让我们在里面消费。说是什么主题音乐节所以这么贵，宣传广告上的舞台和观众区跟现实的也差太多了吧……这个先不说，就说这演出时间安排，跟现实完全不同好吗，安排表上说会表演30分钟，实际上三分钟没有就丢下一个舞台，人都不见了。总之，这次的体验很不好,M29****3041
2018-10-11,还不错，就是不能带零食进去，太难排队了。,M21****918
2018-10-11,还会带孩子们再次去，太大了一天不够,M27****7543
2018-10-11,游玩排队时间长，园内餐饮超级贵,M25****7563
2018-10-11,园内餐饮超贵，游玩排队时间长。,M25****7563
2018-10-10,正好遇上教师节，门票优惠，带上一大一小四个人，从中午玩到晚上看完了音乐喷泉才回来,上善若水
2018-10-10,值得去哦，特别是云霄过山车很过瘾哦！,M24****4253
2018-10-09,很多项目 商店都关门了 空荡荡的,demon丶c
2018-10-08,万达主题乐园非常好玩，挺不错的。,changstar
2018-10-08,赶上十一期间人有点多，玩的时候工作人员对孩子的态度很差，甚至出手使劲拽孩子，问她的时候她说不是凶小孩，最后让我们多玩一次作为补偿，我拒绝了。迪士尼排队的人也很多，但从来没发生工作人员对小孩子出手的。捕鱼的地方，也是工作人员和游客大骂出口，吵得不可开交。Cs实战也是乱七八糟，到底给多少子弹也弄不明白。总之很差的一次游玩体验。,M57****516
2018-10-08,刺激，从早到晚，很适合年轻人游玩。,152****9752
2018-10-07,一天才玩一半项目，有机会再去，,320****462
2018-10-07,弟一次坐过山车，坚持过来了，不错刺激的,320****462
2018-10-06,差评是给携程的，一直出行在携程上订票，后来才知道美团也可以买票，一张票比携程便宜几十块，我买了两张成人节假日双人票，如果在美团至少能省200块，已经绝对货比三家再买了，携程让我太失望了！南昌万达主题乐园不错，玩了丛林绿蟒、直冲云霄，很惊险，很刺激，丛林绿蟒给我颈椎病都治好了，带孩子玩了好多宝宝游乐设施，刚1米高勉强坐了大青虫，十一人不算太多，环境可以，饭菜人均60能吃饱，总体不错！,牛小牛
2018-10-06,中规中矩的乐园，没惊喜，王健民夸海口了，与迪斯尼比隔档次了，不需大老远来玩。,206****263
2018-10-06,"项目还不错,很刺激就是不太敢玩,然后园区太大了,排队的人也很多,时间全花在排队跟走路上了",杨俊杰在厦门
2018-10-06,很刺激，最高的过山车。玩得很开心！！！,_WeCh****096258
2018-10-06,还行，第一次和女朋友去玩，一开始坐的是竹林绿蟒，等了一个多小时，有毒，吓死我了，以后都不敢坐了，总体来说还行，晕车的人最好不要去。,不死lzd终会出头
2018-10-06,一家三口亲子游还是不错的，不大不小，一天玩刚刚好，10.1人多也还蛮正常的,_WeCh****554803
2018-10-06,不错的游乐园，出了10.1人较多以外，还是比较适合出游的,_WeCh****554803
2018-10-06,超级好玩  玩了一整天  到关园的时候才走的,说了句心里话
2018-10-06,好玩，环境不错，工作人员态度很好，新鲜好玩,M93****57
2018-10-05,差评差评！才十一岁的孩子一脸稚气，非要有户口本和身份证才能证明是学生，补交120元，加之前的钱128元，一个11岁孩子的门票是248元，比成人还贵，为什么不提前说看证件？,M23****3271
2018-10-05,"排队的时间太长了。
时间都消耗在排队的上面，其他的都挺好的",_WeCh****130239
2018-10-05,电影乐园工作人员态度消极，很不友好。询问本乐园相关问题，回答含糊。排队飞跃江西的时候，提早把套票给工作人员看，工作人员告诉我排队。结果排队半个多小时后马上要入场了，却告诉我要先去玩钟馗送亲，才能玩飞跃江西。还要重新排队两次，真的无语了。网上写九点半开始，现场工作人员却说每次开场时间不一致，当天十点半才开场。,胡拨心弦
2018-10-05,游乐场门口有换票的专门人员，不用去换票机换。,M28****5699
2018-10-05,特别差，票务管理简直是一团乱。,631****556
2018-10-05,根本没有取到票，买了三种票，妈的要排三个队，一个上午就贡献给取票了，玩个鬼。,631****556
2018-10-05,取票找不到人，找这里说那里。垃圾,631****556
2018-10-05,怎么说，伤心，失落，惊喜。五点多起床赶到目的地，我们一行三人，三个女生因为没来过，也不是很懂，到了之后在携程上订票，订错了，本来应该是大学生的，结果订成中小学生的了，在携程上看票的时候，没看到有卖大学生的，以为就是那个。一买就是三张，结果退不了。去购票大厅说可以取票换票补差价，排队取了票，不知道是期票，说期票不能换。很崩溃，退不了换不了。前前后后打了许多电话，咨询了很多次，都是不行不可以。有的时候因为问了很多次，他们很不耐烦。说话很大声也很不客气。有一瞬间委屈的想哭，300多块的票不能说浪费就浪费了，又去卖票，看到有中小学生就去问，可是别人都还没等到你说明原因，就嫌弃的表示不要，崩溃，其实后来想想，换做我，我也不相信别人。又重新问，后来终于以半价卖了出去。从八点多一直搞到12点。因为好不容易来一趟，决定收拾好心情重新买票玩儿。就事论事，园里还是蛮好玩儿的，虽然没有玩几个项目，晚上特别漂亮，可惜没有时间再欣赏了。在排队玩一个游戏的时候，前面站了一个小孩儿，看起来八九岁的样子，和我一样胖胖的，贼可爱。他在那玩蛇，他拿蛇吓我，我说我不怕，就这样聊开了，我跟他说我是湖北来的，他说他去过武汉，他说十年之后，去武汉大学找我。哈哈可是我不是武汉也不是武汉大学的，但是我没有解释，我想还能装作是武汉大学的，他说你会不会不记得我啊，那时候，他让我拍照说要记得他，我们是一起玩的，他就在我们旁边，玩完之后，我跟他说拜拜，他说记住，我叫王子晨，(不知道哪个子辰)。我说，好，那是我那一天觉得最美好的一件事，我一直都记得他。再说回乐园，真的希望那些工作人员态度能好点，我知道他们很忙，有时候真的顾及不过来，国庆人多，我们也理解，但是我也希望他们能多理解理解我们，我们一路过来转了三趟车也不容易，还折了好多钱。我还希望人与人之间能互相尊重，互相信任。很感谢买我们票的人，不然，我们浪费的时间和金钱就更多了。同时，希望携程能再注意一点。我们有错，我们道歉，但是这方面携程做的也不对。我一直都用携程，但是，从今天起，我不再用了。只希望大家都越来越好！上传两张图。还是蛮不错的，里面！,_WeCh****350459
2018-10-04,因为刚玩过方特，对比而言有些失望...门票进去感觉还有50％的二次消费，带着老人和小孩就是走了一圈，实在没什么玩的，娱乐社施没有特色主题，感觉都是类似过山车之类的，另一半设施全都是卖吃的地方！,_CFT0****4754
2018-10-04,很好玩人不算太多，项目很刺激.,nipirennipi43
2018-10-04,取票时间和很快，很便捷。下次还来携程订票。,137****0123
2018-10-04,工作人员态度真的差，不愧是南昌人,_CFT0****7689
2018-10-04,"相对于万达海洋乐园而言，主题乐园好很多，同样，千万避开节假日，否则任何一个项目，排队一个小时是家常便饭！
乐园本身环境不错，就是如果家有1.1米以下的小孩，奉劝各位就不要去了，因为基本没有可以游玩的项目(七彩世界除外，如果想玩，可以去专门的亲子乐园，比这里性价比高多了)!
1.1以下的小孩不能玩，究竟是真的为了小朋友的安全考虑？为何需要另外付费的卡丁车项目，就不会限制身高？只要付钱即可？
夜景还不错！",静静
2018-10-04,很刺激，热门项目排队的人比较多但是整体还是很棒的，玩了7个小时，比较累,ytz****65
2018-10-04,取票还是挺方便的，大门扶梯上去团队售票窗口的旁边，写有携程取票点。取票的人不多基本上几分钟就可以。进门的时候要检查包包，水一人只能带一瓶。其它零食一概不行。就看你想什么办法带进来了，我们是几个人装身上带进来的。里面人超多。根本上没法玩。几个大项目一个没玩到都要排两个小时左右的队。反正是早上10点进门一刻没闲就玩了几个小的没意思的项目，要是折合票价都天价了。真是排队一小时玩几分钟,e08****81
2018-10-04,很不错，但食品禁止带进去有点过了。,A珠峰
2018-10-04, 不让带吃的  在北京欢乐谷都让带  只要不拆开就可以带进去！！！水还只让带一瓶  真的是很牛了  不就是想让我们在里面消费？里面一瓶1块钱的水卖5块饭48一份  呵呵。,_WeCh****837361
2018-10-04,一般般吧，三线城市中可能算好的了!取票还快的。,青梅子306
2018-10-04,尽量不要赶节假日去，每项娱乐设施都要排好久的队，一天下来玩不了几个，还累的很，不过携程订票便宜很多，取票也方便，以后出行尽量考虑携程。,zijingyiying
2018-10-03,不能带食物进？拿什么和迪斯尼比？,186****2496
2018-10-03,换一个携程的票双人的排一个队；亲子的又去排另外一队；工作人员拿个手机摆个桌子极其原始的方式在换票；到处都刷身份证入园；是万达这么差还是南昌万达这么差？,186****2496
2018-10-03,网络换票极其原始，耗时极长；内部标识极差；相比同类价位，如横店影视城差十万八千倍。,186****2496
2018-10-03,挺好的，里面的项目很好玩，很不错,涵宝妈咪
2018-10-03,恕我直言，有点点山寨的感觉，可能是因为第一次到三线城市玩主题乐园。不过有几个游艺项目孩子还挺喜欢的，比较刺激又不太害怕。,青梅子306
2018-10-03,进门的免费孔雀合影是骗人的 要30元一张 消费满50元送水杯也是骗人的 正常5点多出园就说送完了 其他没什么 就是普通的游乐园的样子,小A不减肥
2018-10-03,如果要玩大型游戏的话，要一进门就开始排队，否则时间会不够，单一个项目就要排两个小时的队（除了一些不太出名的小游戏，十分钟左右），我就是因为没有安排好时间，一天就玩了七个项目,M29****1597
2018-10-03,好玩，好刺激哟  元霄太恐怖了不敢玩。刚开始去玩丛林巨莽的时候有的时候，有个老外在我前面排了老半天的队最后伦到他的时候居然身高太高没让玩哈哈哈哈，白排了老半天。晚上灯光好美的,梦中人you
2018-10-02,没带学生证结果不能取也不能退，只能看着浪费掉,M29****2731
2018-10-02,万达主题乐园里很好玩，有很多很刺激，好玩的项目，比如竹林绿蟒，凤舞九天，直冲云霄，云霄飞车，鱼跃龙门等等，都是不可错过的挑战。,M28****0863
2018-10-02,学生票的名字弄错要紧吗。。。。,格雷罗苏洵
2018-10-02,唯一的感受就是人少＋热炸，一路上几乎没有庇荫的地方，工作日去玩的人少到玩什么都有包场的感觉,玖楼
2018-10-01,连续去了两年两次 一次偶然一次路过 孩子三岁了。不去啦。感觉第二年明显没有第一年人气旺,鱼丸粗麺
2018-10-01,"飞跃江西不错，领略江西美景。钟馗送亲就一般了，就是体感游戏机一样。
另外入门查票非常严格，高一厘米也要购全票，所以大家别跟我一样抱有侥幸心理，超过一米二自觉购票，以免浪费时间！",150****0152
2018-09-30,人少夜场票可以玩完，还是挺不错的，喷泉也好看,M29****4654
2018-09-30,游乐设施不错的。悲剧的是人实在是太少了，少的可怜。这是在烧钱啊。如果是开在广州深圳那人绝对爆满,拳打你小屁屁
2018-09-29,还是不错的，避开高峰期，每个项目都能玩到,_WeCh****32573
2018-09-28,很好玩，小朋友很开心，还想再体验一下,M60****162
2018-09-27,什么项目都不开没玩头，一点劲没有,M45****076
2018-09-27,三大过山车一定要去啊，最高，最快，最长，爽翻天了,M23****9909
2018-09-25,第二次去了，这次不是很好玩，很多项目都没开，里面吃的也不是很多。,M10****544
2018-09-24,挺好玩的，带上小朋友的话可能更好点,M27****8719
2018-09-24,人真的是多，好玩的都没玩到，不爽,没钱取网名
2018-09-24,"很多刺激项目可以体验如果你敢就去试试吧
",_WeCh****758717
2018-09-24,还是挺好玩的，就是消费有点高了,_WeCh****40655
2018-09-23,没有开始玩但是人好多啊需要个妹子带我一起玩吧,M28****0635
2018-09-22,刺激，好玩，真的可以去好好玩下,M34****232
2018-09-22,好久前的事情了，哈哈，我有眩晕症，所以进去走了一圈就出来了，但我姐她们说巨好玩（但是排等队太久太久啊哈哈）,M24****2462
2018-09-20,方便快捷，天太热游乐场内绿化要加强,M28****6032
2018-09-17,还可以玩的东西挺多的，人也不是太多，每个游乐项目排队的人不多，可能是天太热有许多项目没有开，有点遗憾！,jendyjj
2018-09-13,挺嗨的。。。。。。。。。。。。,七分倦瘾
2018-09-13,玩了一整天 很开心  也真的玩累了  ,_WeCh****482110
2018-09-12,园区挺大，重复项目很多。人也挺多，价格也不便宜,M24****1693
2018-09-12,工作日来的，上午刚开园就入园了，人很少，都不用排队，三个大型过山车都玩了一遍，其中木质结构的最刺激，其他项目都比较温和，凤舞九天带你上天吹吹风还是蛮舒服的，但是工作日游客少有个缺点就是部分项目检修不开放，还有巡游表演和剧场都不开放,Wing遥
2018-09-11,挺好的～～～～～～～～～～～～,jas****wn
2018-09-11,挺好的～～～～～～～～～～～～～～,jas****wn
2018-09-11,挺好的～～～～～～～～～～～～～,jas****wn
2018-09-11,一般般下次再去主要是不只要玩什么,138****9162
2018-09-10,每个都想玩，每个都很刺激。有时候连小孩子玩的都想去参与,300****118
2018-09-10,太水了没人玩的，大部分项目不开，千万别去，去了就等于扔了几百块,M41****294
2018-09-09,中国风主题乐园，不是特别好玩，比较好的一点是不怎么用排队，我们大概一下午就玩完了,威廉啃摩卡
2018-09-09,万达在全国范围内的主题乐园之一，各方面规划不错，就是暑假去人太多,_gf406****101193
2018-09-08,特别好   就是里面东西超贵   还不准带吃的进去    过分    不过项目蛮多的   女朋友玩的特别开心,M41****707
2018-09-07,还行。。。。。。。。。。。。。,_WeCh****664287
2018-09-06,吖我都要上班啊八八爸爸妈妈爷爷奶奶外公外婆那里了,_CFT01****2947563
2018-09-05,取票要了半条命！服务态度超级差哦。,M27****6107
2018-09-05,环境不错，就是人太多，太挤了。,M23****0542
2018-09-03,还好，过年时人也不算多，随便玩玩挺好，夜景不错,优优爸麦兜
2018-09-02,整体感觉还不错，挺大的，大部分项目玩了，玩了一个木制的过山车，全程闭眼，脖子被甩的痛，太吓人了，去的时候人不多，没怎么排队，那个世界最高过山车没敢体验，一路上听到尖叫声。在里面玩了一天，小孩累了要出去，晚上7点半有烟花表演没看，有劲的话所有项目都可以玩一遍，有两三个项目在维修没开，也值得了，都是在携程上买的票，拿票很方便,穗香健康生活馆
2018-09-02,晚上八点左右设施关了很多了，夜场如果去的晚玩不到什么,M22****300
2018-09-01,游玩的人不是很多，不是很拥挤，娱乐设施很多，一票通，小孩玩的很开心，值得推荐,M27****761
