cat_comment_time,cat_user_comment,cat_user_name
2019-01-18,南昌八一起义总指挥部旧址为全国重点文物保护单位，纪念馆为全国爱国主义教育示范基地、国家国防教育示范基地、国家4A级旅游景区。,ccpp
2019-01-07,很好的红色教育基地，感受到了轰轰烈烈。,杰客
2019-01-02,刷身份证就可以进去了，记得要在16点前，不然就闭馆了。真的是很好的体验，虽然是免费的，但是也配了导游讲解。卫生间也收拾得很干净。,坏猴子12138
2019-01-01,真的是免费的，刷一下身份证就进去了，还有导游给讲解，挺值的。卫生间也有人搞卫生。一共有两层楼，可以慢慢参观，可以体会到许多红军精神。,坏猴子12138
2019-01-01,南昌必去景点之一，免费讲解，多媒体展示，冬天暖气充足,202****597
2018-12-31,南昌是我的第一站，携程是个好东西，推荐我去了八一起义馆，我是从新疆远道而来，因为不了解时态忘记没有带身份证，我告诉保安大叔我是从新疆远道而来，还好保安大叔让我进去了不然是不能进的哦，馆内是免费开放，对于我这个革命文盲来说，来到这里又让我学到了不少知识！来南昌一定要来八一起义馆，值得观光，收获匪浅！,新疆小燕子
2018-12-29,说到南昌，或许你会想不出什么旅游景点，但是你必然会联想起八一南昌起义，围绕当年的指挥部旅社旧址，建设了八一馆，详尽的陈列，精心的布置，值得到此一游，不错的爱国主义教育基地。,seashanghai
2018-12-16,南昌的必游景点，南昌起义创建了我们人民军队，打响了第一枪，从这里走出了多位党和军队的高级将领。纪念馆两层，从八一起义前的历史背景一直讲到现在军队建设。唯一可惜的是起义指挥部旧址围蔽施工，没办法参观。,wann5200
2018-12-07,涨知识，复习了一遍历史！体会了一次革命红色教育！中华人民共和国来之不易呀！！,M36****830
2018-12-02,这是到南昌必须去的一个景点，作为在中国革命史上留名的著名城市，在八一起义纪念馆，可以很好地了解现代中国和平时代得来的多么不易，去的时候已经4:40多了，很幸运地遇到了一个小帅哥的讲解，这里进是刷身份证的，进馆时间是9点到11:30和13:00到16:00，闭馆时间是17:00，讲解也是免费的，周一闭馆。从1927.8.1南昌起义开始到新中国成立，再到现在中国的欣欣向荣，无比庆幸生活再和平年代。,雪0106
2018-11-25,地铁1号线在纪念馆站出 了解八一起义详情 向革命烈士致敬 有许多志愿者,老人家
2018-11-24,免费的红色教育基地 真实历史展现 地铁一号线到纪念馆站下车 步行几分钟就到了,老人家
2018-11-22,"八一南昌起义纪念馆，看看这几个字谁写的，陈老总再看看纪念馆广场上那几位的雕像，可都是为新中国成立立下不朽功勋的人啊，给各位科普一下，群体塑像左起：刘伯承、叶挺、周恩来、贺龙、朱德。
此次自驾游，原本是没有想过来南昌的，就想着去婺源篁岭看晒秋，舒舒服服、懒懒洋洋地过上几天闲得发慌的日子，这里还得说共产党员觉悟高，有信念，在我提出要先去南昌城，要去看看打响武装反抗国民党反动派第一枪的地方，同行的党员同志二话没有，举双手赞成‍♂️，事实证明，南昌是很值得一游的地方。
八一起义纪念馆在南昌的老城区的中心地带，离滕王阁很近，边上就是步行街，入馆无需买票，但得刷身份证，提醒各位，勿忘哦！
相比较之前去过江苏徐州市的淮海战役纪念馆，八一起义纪念馆展馆面积小多了，馆内展示的文案也好，资料也好，也少得多，我个人理解可能是八一南昌起义纪念馆建馆早的缘故，所以展馆设定的面积也好布局也好都有一定的局限性，为此我还特地查了百度，果然八一起义纪念馆成立于1956年，1959年10月1日正式对外开放，1961年被国务院公布为首批全国重点文物保护单位（所辖五处革命旧址——南昌起义总指挥部旧址、贺龙指挥部旧址、叶挺指挥部旧址、朱德军官教育团旧址和朱德旧居），国家AAAA级旅游景区。而我前段时间去的徐州市淮海战役纪念馆是2007年建成的新馆……
稍微有点扯远，但也没办法，毕竟是长在红旗下的一代人，从小看着革命战争的片子长起来的，小时候就立过将来大了要当解放军的志愿，这次总算是来到了解放军的诞生发源地了，也算是了我一个愿想。
好了，不多说了，各位看图吧。",zipfire
2018-11-21,"南昌市！红军打响第一枪的地方，也是军旗升起的地方！值得一游，上次从老家去深圳的时候在南昌转车，去了八一广场和八一纪念馆。
凭身份证就可免费参观，馆内的陈列和腊像人物及红军先躯留下的足迹，值得一观。有专人讲解，很好的一次旅行！",_WeCh****886036
2018-11-21,江西大饭店旧址给围起来整修啦，所以只有纪念馆可以一看，感觉比起其他革命纪念地的纪念馆，这里要逊色一点（雨花台，遵义会议都比这里强太多）。还有入口处的小店（门口有邮筒的）真坑啊，明信片直接十块一张，纪念馆里面也有卖，价格尚且合理。,AncientBasalt
2018-11-06,南昌旅游推荐来的地方，不错的地方，免费的景点,行走的田小爬
2018-11-06,非常有革命纪念意义的一座纪念馆呀。,我自独行独行客
2018-11-05,八一起义纪念馆在中山路，是共产党闹革命打响第一枪的地方。,跳舞杨
2018-11-01,南昌，被称为军旗升起的地方。参观八一起义纪念馆，接受一次革命再教育。纪念馆免费参观，场馆里的各处展厅里，以人民军队的发展轨迹为顺序，图文并茂，内容详实的介绍了人民军队从无到有，不断发展壮大的历程。1927年8月1日的南昌武装起义，打响了中国共产党武装反抗国民党反动派的第一枪，八一南昌起义是成功的，但其后的路程也是艰辛与残酷的，有流血有牺牲。从1921年建党，到1927年拥有了自己的武装队伍，党对局势的发展有着清醒的认识，枪杆子里出政权，有了军队的力量，才会有话语权，才会有将革命进行到底的信心与勇气。,xiyoulinfeng
2018-10-23,八一起义是我们历史上极其浓厚的一笔，一直影响着我们的生活直到永远。缅怀先烈，牢记历史，感恩先辈，八一起义纪念馆值得每个中国人去瞻仰。,寒江雪
2018-10-16,这个纪念馆的面积还是蛮大的。里面有记录当年的八一起义的相关的历史事件。非常不错的历史革命纪念馆。希望大家能有机会去那里接受一下，爱国主义教育。,whoisangel
2018-10-12,免费的，很有意义的一个场馆，值得带小孩子去,scsiochenhan
2018-10-12,南昌是座英雄城市，八一起义纪念馆是外地游客不可错过的地方！,大明5188
2018-10-11,南昌八一起义纪念馆成立于1956年，1961年被国务院公布为首批全国重点文物保护单位所辖五处革命旧址——南昌起义总指挥部旧址、贺龙指挥部旧址、叶挺指挥部旧址、朱德军官教育团旧址和朱德旧居但是很多旧址谢绝参观，只可以看陈列馆，和一些抗战遗物。让我们和平年代的人吃水不忘挖井人，学习老一辈革命家吃苦耐劳，艰苦朴素的精神国家AAAA级旅游景区。 南昌八一起义纪念馆位于江西省南昌市西湖区中山路，占地面积5903平方米。是江西省文化厅、南昌市文化新闻出版局共同管理的副处级文博事业单位。 2016年12月，八一南昌起义纪念馆入选《全国红色旅游景点景区名录》。免费携带身份证件参观。可以自费体验着八路军制服合影留念。是南昌旅游必打卡地。,冉那库拉大司马
2018-10-09,八一纪念馆爱国主义教育基地。带孩子来看一下中国历史南昌起义在中国历史上重要性,自由自在在
2018-10-09,免费入园，里面有很多资料和图片，接受爱国主义教育。,denise122
2018-10-07,南昌八一起义纪念馆成立于1956年，1959年10月1日正式对外开放，1961年被国务院公布为首批全国重点文物保护单位（所辖五处革命旧址——南昌起义总指挥部旧址、贺龙指挥部旧址、叶挺指挥部旧址、朱德军官教育团旧址和朱德旧居），国家AAAA级旅游景区。 南昌八一起义纪念馆位于江西省南昌市西湖区中山路，占地面积5903平方米。是江西省文化厅、南昌市文化新闻出版局共同管理的副处级文博事业单位。 2016年12月，八一南昌起义纪念馆入选《全国红色旅游景点景区名录》。[1]八一南昌起义纪念馆是第一批全国中小学生研学实践教育基地。,Tina美丽心情
2018-10-02,凭身份证免费 可以做地铁前往 门口有点小排队  人还挺多的 接收了爱国主义教育 游览时间一个多小时,Misssoda
2018-09-24,只能说很值得一看，属于江西南昌的红色文化，还不收门票，着实是良心啊！,forever_ping
2018-09-24,八一起义纪念馆红色旅游景点之一，值得推荐给大家，景色不错，风景秀丽，风光无限好，趣味性强，是接受教育的好地方，有历史意义。,当地向导伊妹儿
2018-09-11,大赞，个人认为特别好，一种民族自豪感油然而生，更感觉到幸福生活来之不易,日月12
2018-08-31,南昌，古代因滕王阁而闻名，近代因八一南昌起义而名声大噪。英雄城，所以对于历史有点情怀的人来说八一起义纪念馆肯定是要去的，重点还是全国各地的博物馆纪念馆大都免费开放，更要去了，纪念馆地处南昌老城区中山路，离滕王阁不太远，除了周一闭馆其他时候免费开放，里面主要介绍了南昌起义的历史背景，经过和中国革命和人民解放军的发展史，经典红色教育基地，对于我这个酷爱历史的人来说是个值得去的地方，纪念馆旁边貌似是新四军军部旧址，遗憾没有开放，所以对于历史感兴趣的可以去看看，毕竟南昌城内没有多少有名的景点，八一起义纪念馆算其中之一，免费，又在中心城区，还能感受一下老一辈革命家们的艰苦奋斗历史，增强自己的历史素养，何乐而不为！,坐着火车去穷游
2018-08-29,讲解员姐姐很霸气，表达详尽，气质绝佳，很有范！有实力才有魅力。,M22****947
2018-08-21,非常不错的景点，很有纪念意义。凭证件入场，不收取费用。场馆建设现代经典，环境很好。,泾州勇士
2018-08-16,提醒想购买纪念品的朋友，枪支模型是不能带上地铁动车的。事先问纪念馆能办理托运吗。,_WeCh****584524
2018-08-14,很好的一个展馆，比较适合带孩子去学习和感受！,luohuiping123
2018-08-14,牢记使命，不忘初心。回顾我党的整个奋斗历程，是血泪的奋斗史，是坚强不屈的抗争史。不忘先烈精神，在中国伟大复兴的关键时刻，为国效力。,hevenkiller
2018-08-11,展现当年伟大的革命家门艰苦奋斗20年，造就新中国的伟大历程,_WeCh****049092
2018-08-10,不错的展馆，可以学到很多历史，特别是学生！,luohuiping123
2018-08-09,这里非常值得一去 革命教育之地,凭什么飞
2018-08-08,地方好找，值得去一下，对了解历史很有帮助……,201****987
2018-08-08,到南昌不得不去的一个地方，就是八一起义纪念馆了，首先我们要缅怀先辈为革命做出的贡献，其次也要牢记历史不忘曾经。纪念馆为免费开放值得每一个爱国人士参观学习,独尘
2018-08-07,很有教育意义的一个地方，很适合带小朋友去。,小林6699
2018-08-07,广场很大，去的时候刚看碰到八一，有演出，但是进不去参观，只能远远观望,M13****495
2018-08-03,昨天来到南昌八一起义纪念馆，一种肃穆庄严之情油然而生。旧址门首悬挂着陈毅手书的“南昌八一起义纪念馆”鎏金横匾，1927年8月1日，中国共产党就是在这里打响了反对国民党反动派的第一枪，是中国共产党独立领导武装斗争和创建人民军队的开始。这一天就成为中国人民解放军诞生纪念日。,tangzhou
2018-07-28,八一纪念馆展出了中共一大到十九大，从国共几次合作与斗争，从大革命运动，起义，到瑞金苏维共和国到五次反围剿，从长征到三大主力红军胜利会师，从西安事变到全面抗战胜利，从重庆谈判到解放战争胜利都是图文并茂，还有3D影视真实还原八一起义的豪状情景，让人深临其景，为共和国的创造者们与建设者们由衷点赞!,_WeCh****234107
2018-07-27,♬ ♬ 《热烈庆祝中国人民解放军建军九十一周年》♬ .军旗永远竖长城》八一起义刀枪擎，月日经天葆乾坤，建树丰功立大地，军旗永远竖长城。,xg古言新语
2018-07-22,不错的地方，老革命情怀。我觉得不错,大吉大利晚上吃妓
2018-07-21,八一纪念馆在南昌中山路中段，是当年八一南昌起义总指挥部的原址，离八一广场约3站路的样子，公交、地铁都很方便。展馆除了图片介绍，还采用光电技术，再现了起义的场景。到南昌只要有时间建议去看看。不收门票，但周一闭馆。,南山乐乐君
2018-07-19,军旗升起的地方---南昌八一起义纪念馆，就在中山路上，隔壁就是万寿宫。据说旧址原是江西大旅行社，占地面积5903平方米。 是学习红色革命的一个好地方。,M22****7400
2018-07-15,南昌起义纪念馆，非常值得参观一下，免费的地方，不错,行走的田小爬
2018-07-09,缅怀革命先烈的圣地，历史气息浓厚，到了南昌，应该要来看看,288****355
2018-07-08,身份证刷卡进去，爱国教育的好地方，对了解一座城市历史的好去处,137****4223
2018-07-05,八一南昌起义纪念馆，是为了纪念中国共产党独立领导武装斗争的南昌起义而创建。纪念馆以当年的指挥部旧址”江西大旅社”为基础，在旁边扩建了大型的展厅以及室外的功能区，为游客详细的介绍了南昌起义的起因、经过及深远影响。有着20年军龄的我，此刻站在了我军成长壮大的起点，不免更是心潮澎湃！可惜江西大旅社的旧址正在维修，应该算是此行的一点缺憾吧！,善了哉的
2018-06-30,保持着良好的老建筑，周围也不甚现代化。,prida001
2018-06-30,南昌八一起义纪念馆，不叫“八一南昌起义纪念馆”。,M10****866
2018-06-25,前段时间返修了，里面的井冈山大道，真有3D的效果,M61****058
2018-06-24,来南昌必须玩的景点就是八一起义纪念馆 南昌作为红色的城市 这个纪念馆建造的也很有风格 正好遇到了一群老红军参观 讲解员也很认真 就听了很多的故事 遗憾的是旁边的房子在装修 没有办法拍照留念,山在穷游
2018-06-24,这里收集了当年南昌起义的纪念物品。,houboby
2018-06-21,第二次来了，还是想感受下曾经的枪林弹雨，流血拼搏的精神。特别在众多的雕塑，油画前驻足而立，去体会，与一般纪念馆图片展示还是要生动很多。很可惜，这几个月旧址楼正在加固维修，未能更好地身临其境，期待以后再有机会到英雄之城来。,西西上仙
2018-06-21,南昌八一起义纪念馆位于江西省南昌市西湖区中山路，占地面积5903平方米。是江西省文化厅、南昌市文化新闻出版局共同管理的副处级文博事业单位。2016年12月入选《全国红色旅游景点景区名录》。是第一批全国中小学生研学实践教育基地。,Ivan
2018-06-21,南昌八一起义纪念馆成立于1956年，1959年10月1日正式对外开放，1961年被国务院公布为首批全国重点文物保护单位（所辖五处革命旧址——南昌起义总指挥部旧址、贺龙指挥部旧址、叶挺指挥部旧址、朱德军官教育团旧址和朱德旧居），国家AAAA级旅游景区。,kif2002
2018-06-20,凭身份证免费入馆，感受一下革命前辈的不朽丰碑，很有教育意义。,M20****607
2018-06-19,以前要买票才能进到八一起义纪念馆，现在凭本人身份证就能参观，真好。,_U3****8223
2018-06-15,八一起义是我们建军的纪念日，好,风继续吹2008
2018-06-11,人民军队诞生的摇篮，非常具有革命意义的地方。,齐铁嘴
2018-06-09,具有爱国情怀的地方，是值得我们一起去学习的地方。,boy聆听的声音
2018-06-01,八一起义纪念馆是红色旅游必去的地方。有南昌起义总指挥部旧址、贺龙指挥部旧址、叶挺指挥部旧址、朱德军官教育团旧址和朱德旧居。,快乐老猪
2018-05-31,十一点半就下班，要下午一点才能进去。,耿宝哥哥
2018-05-28,免费参观，接受红色教育，值得一去。,M21****474
2018-05-20,八一起义纪念馆来南昌是必去的地方、因为这里是八一军旗升起的地方，人民有了自已的革命武推翻蒋家王朝解放全中国一世人怎能忘记。,M27****8802
2018-05-12,到南昌应该看看这座博物馆，我军打响第一枪的地方,行走的田小爬
2018-05-09,八一纪念馆，去一下好有意义的。,窗里的天气
2018-05-08,来南昌这么多次 终于有时间来纪念馆看看 整个纪念馆现在在维修 老的大楼进不去 那可是最有纪念意义的地方 但是旁边的新馆也不错 有很多八一起义和红军的故事 从一楼到二楼有模仿井冈山的景色 也不错 整个馆还是很有特色 值得一看的,山在穷游
2018-05-08,接受爱国主义教育   值得一去,老头Online
2018-05-06,"#2018徽赣之旅#成都-合肥-黄山市-呈坎-宏村-黄山-黄山市-景德镇-南昌-成都&#160; 

南昌，最有名的就是八一起义了，所以来了南昌是必须来纪念馆进行爱国主义教育。

交通，从南昌火车站出发，坐52路直达车纪念馆门口

开馆时间，早上9点开馆，我们8点45抵达，门口已经排起了长队，人真的很多队伍拉的很长。9点准时开馆，凭身份证免费进馆。

纪念馆分为旧址和新馆，我们参观的时候正好是旧址维修，外墙打围不能靠近。老妈说很多年以前来参加过南昌纪念馆的讲解工作，对这个旧址很有感情这次没有能走进旧址确实有点遗憾。

新馆是南昌起义以及不同时代对八一这个概念的延伸展示，一楼主题是南昌起义，记录了哪个年代的各种人物，事件，有专业的穿军装的讲解员。二楼主要是展示从建军开始我过解放军的发展史，看了各种图片和视频资料看得人真的是激情澎湃。

二楼还有纪念品售卖处，一个斗笠要卖500元，我笑了，因为老妈喜欢存硬币，还是给老妈买了一个银币做纪念

来南昌真的要来纪念馆走一趟",风扇姐
2018-05-02,地处繁华商业街区，节假日参观人数较多，需要排队，但等候时间并不久。,xinyuejx
2018-04-30,算南昌最著名的一个景点吧，五一排队的人好多，早上九点多到那，排了几百米，不过十一二点的时候就没人排队了，所以可以安排下午去。展览挺好的，对起义讲得很清楚。但是总指挥部的那栋楼在维修，要到九月份去了，所以没能进去，有点可惜,nk****h
2018-04-29,小孩去了解解放战争时期的故事，内涵很好,118****821
2018-04-26,是一个值得带孩子去看看的地方。,天机子
2018-04-22,八一起义纪念馆值得看看，了解八一南昌起义的历史文化知识，叹为观止，了解相关历史背景和意义，性价比超高的，红色旅游经典景区之一。,当地向导伊妹儿
2018-04-22,值得去缅怀先烈，今天的一切是他们抛头颅洒热血的丰功伟绩,118****821
2018-04-21,也算是地标了，带孩子去一次还是很有必要。,twinli
2018-04-19,随着红色旅游的火爆，八一起义纪念馆也人气大旺。,e32****62
2018-04-17,八一南昌起义纪念馆位于南昌市中心，里面有南昌起义的展览，从南昌起义走出的开国将帅雕塑，还有各种革命文物。是红色教育基地。,qllbshan
2018-04-16,刷身份证免费参观，“中国军史第一馆”!自开放以来就备受瞩目，周恩来、朱德、董必武、贺龙、陈毅、彭真、江泽民、胡锦涛等老一辈无产阶级革命家以及党和国家领导人先后莅临，参观指导。,M31****372
2018-04-12,革命纪念圣地，非常适合带孩子去参观，了解那段历史，了解中国的过去。,M16****083
2018-04-11,南昌八一起义纪念馆成立于1956年，1959年10月1日正式对外开放，1961年被国务院公布为首批全国重点文物保护单位（所辖五处革命旧址——南昌起义总指挥部旧址、贺龙指挥部旧址、叶挺指挥部旧址、朱德军官教育团旧址和朱德旧居），国家AAAA级旅游景区,101****961
2018-04-10,第一次去纪念馆里很好值得关注！,M59****922
2018-04-09,八一起义纪念馆，具有历史纪念意义，教育意义,帅翻全场就是我
2018-04-06,超级差 ！一家人大中午赶到，中午12点，居然关门！！！门口好多游客无奈等待，里面明明还有游客在，保安说下午一点再来吧！太差了！跑遍全国，这是服务最差的纪念馆！,朱大官人
2018-04-02,我军的出发点，不忘初心，牢记使命。,163****795
2018-04-01,八一纪念馆是红色教育基地，来这儿参观学习的人特别多。,青山大人
2018-03-30,南昌八一起义纪念馆，是南昌这个英雄城市最值得去的地方。小的时候和年轻的时候都去过了，现在退休了，今天又来了。来这里参观的人还真不少。,TMTBJ
2018-03-28,南昌八一起义纪念馆位于南昌市中心，从中我们能看得当年所发生的历史背景与事情，是个好去处！,hy8118
2018-03-28,进行爱国主义教育的一个好去处，可以组织学生去参观。,M42****420
2018-03-26,人民解放军诞生的摇篮，从这里起步，浴血奋战从头越。点赞,1391604****
2018-03-25,具有历史性纪念意义的地方是一定要去的！,nba****qin
2018-03-23,红色教育基地，在市中心，附近可游玩地方很多,莞邑虎岭
2018-03-22,这是一个值得推荐的地方，来这里缅怀历史,大奔G
2018-03-19,现在免费开放真好，只要带上身份证登记便可进入参观。,_U3****8223
2018-03-13,凭身份证免费进入，历史感很强，觉得来南昌一定要来的地方，特别是对于军事迷来说可以深入了解我军我党历史，是一个很好的红色革命历史教育基地。,_M15****1697
2018-03-08,中国人民解放军的诞生地。八一军旗升起的地方。在这里打响了中国革命第一枪。三次去南昌，这都是必去之地。东西虽然没有什么大的变化，但每一次的感觉都不一样。教育子女，向英烈学习。超值推荐爱国主义基地。,300****121
2018-03-07,红色旅游的经典路线，可以去参观。,m86****43
2018-03-07,不错，带着孩子去了，玩得很开心,三生三世桃花
2018-03-01,很有意义，特别适合对孩子的爱国主义教育,纯粹的人生才完美
2018-02-26,免门票。带娃细细参观，有专门讲解给娃们听。,zyqcqy
2018-02-25,八一南昌起义纪念馆，在南昌繁华的中山路上，进门需要出示身份证件和安全检查环节，走进纪念馆你就会被眼前老一辈无产阶级革命家的群雕而打动，这里是中国人民解放军诞生的地方，亦是八一军旗升起的地方。想八一军旗敬礼。,菲雪han
2018-02-22,军旗升起的地方，八一南昌起义纪念馆是英雄城的标志之一,118****077
2018-02-22,"【八一南昌起义纪念馆】从过街天桥才能进入八一广场内，出来时候需要经过天桥，在百货大楼出口出来进中山路，经过“八一公园”，公园全天开放的环境优美，自然风光、秀丽湖面伴着亭台楼阁，公园免费全天开放，据说这里明清时候是江西贡院所在地，在往前走中山路380号就是“八一南昌起义纪念馆”。
【纪念馆开放时间】9.00--11.0，下午13.0---17.00（周一闭关）
纪念馆由老一辈革命家陈毅元帅题写的牌名，进门需要出示身份证等有效证件，经过一道安检，顺利进入了当年八一南昌起义旧址和纪念馆。一进门一组五人塑像，当时起义领导人周恩来、贺龙、叶挺、朱德、刘伯承，右边的原江西大旅馆，贺龙当年的指挥部和警卫排住的地方，“八一”南昌起义总指挥部旧址内。建南于1924年，是一座灰色五层大楼，共96个房间。1927年7月下旬，起义部队到南昌，包租下这个旅社，在此召开会议成立了以周恩来为书记，李立三、恽代英、彭湃为委员的中国共产党前敌委员会,这里成为领导起义指挥中心。",菲雪han
2018-02-19,馆内工作人员疾声厉喝，对参观者没有解释，缺乏服务精神，缺乏培训及专业素养；不仅在此馆，在滕王阁也有类似情形，游客会想摸感知，其实可以做得有趣味，让历史融入现有场景，成为互功的道具，活的东西，游客会身临其境，感同身受，感知传承，不论是红色或历史游都如是,ddxddxddx
2018-02-18,不忘初心，牢记历史，才能发奋图强，才能奋勇向前。,M11****947
2018-02-18,带孩子参与社会实践活动，感受历史，感受那时候的英勇气概，还观看了立体电影，孩子深受启发，看着革命战士不畏枪林弹雨匍匐前进，半天站立不动感慨良久……,皮儿妈
2018-02-17,非常的遗憾我们去的不是时候，这里每周一跟春节不开门！大家如果想进去参观记得避开这两个时间！我们只能在外面拍拍照了！！！！,_WeCh****24445
2018-02-15,"这里是南昌必到景点，说实话，除了这座馆，省博和滕王阁，南昌就没什么可看的了。展馆的设计，可以看出江西省乃至南昌市对旅游开发多么不重视。没有门票，没有册子介绍，文创设计少得可怜，也没有特色。
原来起义的江西大旅馆夹在现代性商业设施之中，可以看出，如果不是中共起义的地方，早就拆了。
原馆二楼不让进，不知道为什么？我很怀疑是原来的文物都丢失了。",马百人
2018-02-15,遥感历史的长河！伟人的担当！！,M43****769
2018-02-13,接受革命传统教育，继承革命先烈遗志，喝水不忘挖井人。形成全民族崇尚英雄的自觉性。,M57****757
2018-02-10,非常值得一游一看的旅游景点，革命传统教育基地，中国军队建设的重要里程碑，枪杆子里面出政权，是中国历史，是革命传统，是军队发展史。,游八仙老刘
2018-02-09,保持很完整，位于市中心，就是交通不太便利。,prida001
2018-02-05,八一起义纪念馆，这是免门票的。最好请个导游给讲解一下。,青山大人
2018-02-05,很有历史纪念意义的地方，值得参观,M22****3263
2018-02-03,我觉得还可以哦，确实值得一去哦,_WeCh****77290
2018-02-02,这里是经常组织学生们来的地方。,JOY7799
2018-01-27,值得去的地方，适合大人和孩子一起去的地方,kelly
2018-01-27,红色旅游经典必去的景点之一，不错。,m86****43
2018-01-19,去南昌有什么理由不去南昌起义纪念馆！周二下午去南昌起义纪念馆，好多人排队！建议工作日去，人少一些。纪念馆内有模拟当年起义的雕塑，配上灯光声音等，仿佛回到了激情燃烧的岁月。印象颇深的有朱老总的手枪，还有陈毅1:1的雕塑，陈毅好高啊！纪念馆免费参观，有导游免费讲解。一位身着军装的女导游配合着电子显示屏讲解，又上了一次历史课哦！出了纪念馆就是当年起义军住过的客栈。客栈门前的院子里很多先烈的雕像，一展革命人的风骨。因为是免费参观，需要登记刷身份证的，建议带好身份证件。开放时间分两段：0830-1100和1300-1830。1100-1300工作人员休息，这个时间段不会错的。大家记好时间，不要去太早。,M17****075
2018-01-16,南昌起义打响了第一枪，纪念馆免费开放，里面介绍了中国革命的历程，很值得去的一个地方。,爱自由
2018-01-14,就在八一广场附近的 之前没去过类似的地方 后来看过南京大屠杀纪念馆 发现还差很多,埋埋埋了
2018-01-13,到了红色南昌，不去八一南昌起义纪念馆那怎么说得过去,M14****756
2018-01-12,这里是红色的圣地，值得去看看，交通便利,cmd633
2018-01-12,南昌是一座英雄的城市，八一枪声打响推翻另外一个旧世界的第一枪，因此说，来到八一纪念馆前，更多的是一种敬仰，一种对前辈追求真理的崇拜！,滇国剑客
2018-01-11,适合所有群众的人参观访问，值得推荐,320****732
2018-01-09,了解中国的历史，红色的旅游景点,往上
2018-01-09,就趣味性来说 还好 第一次去类似地方 映像很深,埋埋埋了
2018-01-08,纪念馆里有很多知识和旧物件介绍，挺有意义的，家长带孩子多看看一定有益。,M23****7911
2018-01-04,南昌八一起义纪念馆。这个广场很大很繁华。附近有很多吃的。,火麒麟
2018-01-04,南昌八一起义纪念馆2016年入选“全国红色旅游景点景区名录”，是我国首批全国重点文物保护单位。该馆所辖南昌起义总指挥部旧址、贺龙及叶挺指挥部旧址等五处革命旧址。,tangzhou
2018-01-02,八一起义纪念馆位于南昌的中山路，是国家重点文物保护单位，八一南昌起义是历史上有名的武装起义，打响了共产党反国民党反动派的第一枪，馆内还珍藏着周恩来送给魔术师的手表。,Georgezou
2017-12-29,八一起义纪念馆，这里有很多珍贵的文物！,_CFT0****8937
2017-12-22,"南昌八一起义纪念馆位于江西省南昌市西湖区中山路，占地面积5903平方米。是江西省文化厅，南昌市文广新局共同管理的副处级文博事业单位。
2016年12月，八一南昌起义纪念馆入选《全国红色旅游景点景区名录》。",139****9983
2017-12-20,值得纪念的博物馆，学习历史知识,小红兔
2017-12-18,凭本人身份证便可以进去参观，真好。,_U3****8223
2017-12-18,位于江西省南昌市中山路洗马池八一南昌起义总指挥旧址内，原址是江西大旅社，建成1924年，凭身份证免费参观。,艾罗洛扬雄
2017-12-16,红色根据地，艰苦的年代，值得我们这些年青人借鉴。,_WeCh****739515
2017-12-15,红色基地，了解历史，看了电影来的。,137****2535
2017-12-13,爱国主义教育基地 很多学生来此瞻仰学习,chainpaul
2017-12-08,值得去学习学习，学习学习精神,撩人心动的阳光
